@relation 'autoGeneratedARFF-weka.filters.unsupervised.attribute.Remove-R2,4-9,11,13-14,16,18-19,21,23-27,30-36,39-47'

@attribute bodydearword.feature numeric
@attribute bodyhtml.feature numeric
@attribute bodysuspensionword.feature numeric
@attribute externalsabinary.feature numeric
@attribute scriptonclick.feature numeric
@attribute scriptstatuschange.feature numeric
@attribute sendnumwords.feature numeric
@attribute subjectbankword.feature numeric
@attribute subjectrichness.feature numeric
@attribute subjectverifyword.feature numeric
@attribute urlnumip.feature numeric
@attribute urlnumlink.feature numeric
@attribute class {ham,phish}

@data
0,0,0,0,0,0,3,0,0.125,0,0,0,ham
1,1,0,0,0,0,0,0,0.269231,0,0,59,ham
0,1,0,0,0,0,0,0,0.173913,0,0,61,ham
0,0,0,0,0,0,3,0,0.217391,0,0,0,ham
0,0,0,0,0,0,0,0,0.210526,0,0,0,ham
0,0,0,0,0,0,3,0,0.192308,0,0,0,ham
0,1,0,0,0,0,4,0,0.131579,0,0,87,ham
0,0,0,0,0,0,3,0,0.217391,0,0,0,ham
0,0,0,0,0,0,3,0,0.184211,0,0,0,ham
0,0,0,0,0,0,3,0,0.15625,0,0,0,ham
0,1,0,0,0,0,0,0,0.139535,0,0,60,ham
0,0,0,0,0,0,3,0,0.15625,0,0,0,ham
1,1,0,0,0,0,0,0,0.2,0,0,72,ham
0,0,0,0,0,0,3,0,0.111111,0,0,0,ham
1,1,0,0,0,0,0,0,0.185185,0,0,63,ham
0,0,0,0,0,0,3,0,0.15625,0,0,0,ham
0,0,0,0,0,0,4,0,0.185185,0,0,0,ham
0,0,0,0,0,0,3,0,0.225,0,0,0,ham
0,1,0,0,0,0,4,0,0.111111,0,0,94,ham
0,0,0,0,0,0,3,0,0.15625,0,0,0,ham
0,0,0,0,0,0,3,0,0.209302,0,0,0,ham
0,0,0,0,0,0,0,0,0.208333,0,0,0,ham
0,0,0,0,0,0,3,0,0.232558,0,0,0,ham
0,0,0,0,0,0,3,0,0.2,0,0,0,ham
0,1,0,0,0,0,0,0,0.1875,0,0,40,ham
0,0,0,0,0,0,3,0,0.15,0,0,0,ham
1,1,0,0,0,0,0,0,0.230769,0,0,56,ham
0,0,0,0,0,0,3,0,0.192308,0,0,0,ham
0,0,0,0,0,0,3,0,0.214286,0,0,0,ham
0,0,0,0,0,0,3,0,0.194444,0,0,0,ham
0,0,0,0,0,0,3,0,0.3,0,0,0,ham
0,1,0,0,0,0,0,0,0.230769,0,0,29,ham
0,0,0,0,0,0,3,0,0.194444,0,0,0,ham
0,0,0,0,0,0,0,0,0.171429,0,0,0,ham
0,1,0,0,0,0,0,0,0.18,0,0,58,ham
0,0,0,0,0,0,3,0,0.192308,0,0,0,ham
0,1,0,1,0,0,4,0,0.111111,0,0,85,ham
0,0,0,0,0,0,3,0,0.192308,0,0,0,ham
0,1,0,0,0,0,4,0,0.108696,0,0,84,ham
0,0,0,0,0,0,3,0,0.25,0,0,0,ham
0,0,0,0,0,0,4,0,0.213333,0,0,0,ham
0,0,0,0,0,0,4,0,0.217949,0,0,0,ham
0,1,0,0,0,0,0,0,0.191489,0,0,61,ham
0,0,0,0,0,0,3,0,0.259259,0,0,0,ham
0,1,0,0,0,0,0,0,0.22449,0,0,53,ham
0,0,0,0,0,0,0,0,0.225806,0,0,0,ham
0,0,0,0,0,0,3,0,0.259259,0,0,0,ham
0,0,0,0,0,0,3,0,0.259259,0,0,0,ham
0,0,0,0,0,0,4,0,0.217949,0,0,0,ham
0,1,0,0,0,0,0,0,0.148936,0,0,50,ham
0,1,0,0,0,0,3,0,0.272727,0,0,1,ham
0,0,0,0,0,0,3,0,0.176471,0,0,0,ham
0,1,0,0,0,0,0,0,0.222222,0,0,34,ham
0,0,0,0,0,0,3,0,0.285714,0,0,0,ham
0,0,0,0,0,0,3,0,0.24,0,0,0,ham
0,1,0,0,0,0,0,0,0.230769,0,0,29,ham
0,1,0,0,0,0,0,0,0.222222,0,0,20,ham
0,0,0,0,0,0,0,0,0.294118,0,0,0,ham
0,0,0,0,0,0,3,0,0.2,0,0,0,ham
0,0,0,0,0,0,3,0,0.259259,0,0,0,ham
0,1,0,1,0,0,4,0,0.135135,0,0,117,ham
0,0,0,0,0,0,0,0,0.3,0,0,0,ham
0,0,0,1,0,0,3,0,0.285714,0,0,0,ham
0,0,0,0,0,0,0,0,0.208333,0,0,0,ham
0,0,0,0,0,0,3,0,0.2,0,0,0,ham
0,0,0,0,0,0,0,0,0.21875,0,0,0,ham
0,1,0,0,0,0,0,0,0.175,0,0,24,ham
0,0,0,0,0,0,3,0,0.259259,0,0,0,ham
0,0,0,0,0,0,3,0,0.259259,0,0,0,ham
0,0,0,0,0,0,3,0,0.173913,0,0,0,ham
0,1,0,1,0,0,4,0,0.106383,0,0,87,ham
0,0,0,0,0,0,4,0,0.173913,0,0,0,ham
0,0,0,0,0,0,3,0,0.190476,0,0,0,ham
0,1,0,1,0,0,4,0,0.135135,0,0,95,ham
0,0,0,0,0,0,3,0,0.259259,0,0,0,ham
1,1,0,0,0,0,0,0,0.18,0,0,45,ham
0,0,0,0,0,0,3,0,0.294118,0,0,0,ham
0,0,0,0,0,0,3,0,0.125,0,0,0,ham
0,1,0,0,0,0,0,0,0.25,0,0,57,ham
0,0,0,0,0,0,3,0,0.259259,0,0,0,ham
0,0,0,0,0,0,3,0,0.210526,0,0,0,ham
0,1,0,0,0,0,4,0,0.131579,0,0,94,ham
0,0,0,0,0,0,3,0,0.294118,0,0,0,ham
0,0,0,0,0,0,3,0,0.294118,0,0,0,ham
0,1,0,0,0,0,0,0,0.175,0,0,62,ham
0,0,0,0,0,0,3,0,0.235294,0,0,0,ham
0,0,0,0,0,0,3,0,0.2,0,0,0,ham
0,0,0,0,0,0,3,0,0.315789,0,0,0,ham
1,1,0,0,0,0,0,0,0.183673,0,0,46,ham
0,0,0,0,0,0,3,0,0.294118,0,0,0,ham
0,1,0,0,0,0,0,0,0.20339,0,0,51,ham
0,0,0,0,0,0,3,0,0.235294,0,0,0,ham
0,0,0,0,0,0,3,0,0.190476,0,0,0,ham
0,1,0,0,0,0,0,0,0.218182,0,0,59,ham
0,0,0,0,0,0,3,0,0.296296,0,0,0,ham
0,0,0,0,0,0,3,0,0.195122,0,0,0,ham
1,1,0,0,0,0,0,0,0.245283,0,0,69,ham
0,0,0,0,0,0,3,0,0.235294,0,0,0,ham
0,0,0,0,0,0,3,0,0.204545,0,0,0,ham
0,0,0,0,0,0,3,0,0.214286,0,0,0,ham
0,0,0,0,0,0,0,0,0.2,0,0,0,ham
0,0,0,0,0,0,3,0,0.259259,0,0,0,ham
0,0,0,0,0,0,3,0,0.263158,0,0,0,ham
0,1,0,1,0,0,4,0,0.121951,0,0,90,ham
1,1,0,0,0,0,0,0,0.163265,0,0,16,ham
0,0,0,0,0,0,3,0,0.162791,0,0,0,ham
0,0,0,0,0,0,4,0,0.227273,0,0,0,ham
0,0,0,0,0,0,3,0,0.2,0,0,0,ham
1,1,0,0,0,0,0,0,0.177419,0,0,59,ham
0,0,0,0,0,0,3,0,0.263158,0,0,0,ham
0,1,0,0,0,0,0,0,0.173077,0,0,53,ham
0,0,0,0,0,0,3,0,0.2,0,0,0,ham
0,0,0,0,0,0,3,0,0.263158,0,0,0,ham
0,1,0,1,0,0,4,0,0.121951,0,0,86,ham
0,0,0,0,0,0,3,0,0.263158,0,0,0,ham
0,0,0,0,0,0,3,0,0.259259,0,0,0,ham
0,0,0,0,0,0,3,0,0.217391,0,0,0,ham
0,0,0,0,0,0,3,0,0.25,0,0,0,ham
1,1,0,0,0,0,4,0,0.142857,0,0,83,ham
0,0,0,0,0,0,3,0,0.166667,0,0,0,ham
0,1,0,0,0,0,0,0,0.162791,0,0,62,ham
0,0,0,0,0,0,3,0,0.263158,0,0,0,ham
0,0,0,0,0,0,3,0,0.217391,0,0,0,ham
0,1,0,0,0,0,0,0,0.218182,0,0,28,ham
0,0,0,0,0,0,3,0,0.166667,0,0,0,ham
0,0,0,0,0,0,3,0,0.263158,0,0,0,ham
0,1,0,0,0,0,0,0,0.166667,0,0,59,ham
0,0,0,0,0,0,3,0,0.166667,0,0,0,ham
0,0,0,0,0,0,0,0,0.185185,0,0,0,ham
0,0,0,0,0,0,3,0,0.130435,0,0,0,ham
0,0,0,0,0,0,3,0,0.151515,0,0,0,ham
0,0,0,0,0,0,3,0,0.2,0,0,0,ham
0,0,0,0,0,0,3,0,0.194444,0,0,0,ham
0,0,0,0,0,0,0,0,0.142857,0,0,0,ham
0,1,0,1,0,0,4,0,0.131579,0,0,91,ham
0,0,0,0,0,0,3,0,0.206897,0,0,0,ham
0,0,0,0,0,0,3,0,0.176471,0,0,0,ham
0,0,0,0,0,0,3,0,0.259259,0,0,0,ham
0,1,0,0,0,0,4,0,0.142857,0,0,72,ham
0,0,0,0,0,0,3,0,0.21875,0,0,0,ham
0,0,0,0,0,0,3,0,0.214286,0,0,0,ham
0,0,0,0,0,0,3,0,0.166667,0,0,0,ham
0,1,0,0,0,0,0,0,0.230769,0,0,29,ham
0,0,0,0,0,0,3,0,0.235294,0,0,0,ham
0,1,0,0,0,0,0,0,0.181818,0,0,67,ham
0,0,0,0,0,0,3,0,0.21875,0,0,0,ham
0,1,0,0,0,0,0,0,0.22449,0,0,61,ham
0,0,0,0,0,0,3,0,0.333333,0,0,0,ham
0,0,0,0,0,0,3,0,0.181818,0,0,0,ham
0,0,0,0,0,0,3,0,0.181818,0,0,0,ham
0,1,0,0,0,0,0,0,0.2,0,0,47,ham
0,0,0,0,0,0,3,0,0.166667,0,0,0,ham
0,0,0,0,0,0,3,0,0.21875,0,0,0,ham
0,0,0,0,0,0,3,0,0.2,0,0,0,ham
1,1,0,0,0,0,0,0,0.16,0,0,55,ham
0,0,0,0,0,0,3,0,0.214286,0,0,0,ham
0,1,0,0,0,0,0,0,0.166667,0,0,55,ham
0,0,0,0,0,0,3,0,0.166667,0,0,0,ham
0,1,0,1,0,0,4,0,0.125,0,0,85,ham
0,0,0,0,0,0,3,0,0.176471,0,0,0,ham
0,0,0,0,0,0,3,0,0.212121,0,0,0,ham
0,0,0,0,0,0,3,0,0.133333,0,0,0,ham
0,1,0,0,0,0,0,0,0.222222,0,0,62,ham
0,0,0,0,0,0,3,0,0.222222,0,0,0,ham
0,0,0,0,0,0,3,0,0.259259,0,0,0,ham
0,1,0,0,0,0,0,0,0.173913,0,0,54,ham
0,0,0,0,0,0,3,0,0.217391,0,0,0,ham
0,0,0,0,0,0,0,0,0.233333,0,0,0,ham
1,1,0,0,0,0,0,0,0.228571,0,0,33,ham
0,0,0,0,0,0,3,0,0.235294,0,0,0,ham
1,1,0,0,0,0,0,0,0.210526,0,0,54,ham
0,0,0,0,0,0,3,0,0.153846,0,0,0,ham
0,0,0,0,0,0,3,0,0.259259,0,0,0,ham
0,0,0,0,0,0,3,0,0.181818,0,0,0,ham
0,0,0,0,0,0,3,0,0.333333,0,0,0,ham
0,1,0,0,0,0,0,0,0.195122,0,0,44,ham
0,0,0,0,0,0,3,0,0.15625,0,0,0,ham
1,0,0,0,0,0,0,0,0.230769,0,0,0,ham
0,0,0,0,0,0,3,0,0.235294,0,0,0,ham
0,0,0,0,0,0,3,0,0.166667,0,0,0,ham
0,0,0,0,0,0,3,0,0.259259,0,0,0,ham
0,0,0,0,0,0,0,0,0.192308,0,0,0,ham
0,0,0,0,0,0,3,0,0.173913,0,0,0,ham
0,1,0,0,0,0,0,0,0.217391,0,0,18,ham
0,0,0,0,0,0,3,0,0.166667,0,0,0,ham
0,0,0,0,0,0,3,0,0.163265,0,0,0,ham
0,1,0,0,0,0,0,0,0.2,0,0,30,ham
0,0,0,0,0,0,3,0,0.2,0,0,0,ham
0,0,0,0,0,0,3,0,0.150943,0,0,0,ham
0,1,0,0,0,0,4,0,0.108696,0,0,98,ham
0,0,0,0,0,0,3,0,0.333333,0,0,0,ham
0,0,0,0,0,0,3,0,0.2,0,0,0,ham
1,1,0,0,0,0,0,0,0.163265,0,0,16,ham
0,0,0,0,0,0,3,0,0.160714,0,0,0,ham
0,0,0,0,0,0,3,0,0.206897,0,0,0,ham
0,0,0,0,0,0,3,0,0.235294,0,0,0,ham
0,1,0,0,0,0,0,0,0.205128,0,0,56,ham
0,0,0,0,0,0,3,0,0.162791,0,0,0,ham
0,1,0,1,0,0,0,0,0.230769,0,0,29,ham
0,0,0,0,0,0,3,0,0.163265,0,0,0,ham
0,1,0,0,0,0,4,0,0.125,0,0,81,ham
0,0,0,0,0,0,3,0,0.195122,0,0,0,ham
0,0,0,0,0,0,3,0,0.259259,0,0,0,ham
0,1,0,1,0,0,4,0,0.125,0,0,95,ham
0,0,0,0,0,0,3,0,0.206897,0,0,0,ham
0,0,0,0,0,0,3,0,0.173913,0,0,0,ham
0,0,0,0,0,0,0,0,0.111111,0,0,0,ham
0,1,0,1,0,0,4,0,0.138889,0,0,83,ham
0,0,0,0,0,0,3,0,0.259259,0,0,0,ham
0,1,0,0,0,0,0,0,0.157895,0,0,25,ham
0,0,0,0,0,0,3,0,0.214286,0,0,0,ham
0,0,0,0,0,0,0,0,0.128205,0,0,0,ham
0,0,0,0,0,0,0,0,0.190476,0,0,0,ham
0,1,0,1,0,0,4,0,0.138889,0,0,88,ham
0,0,0,0,0,0,3,0,0.173913,0,0,0,ham
0,0,0,0,0,0,3,0,0.2,0,0,0,ham
0,0,0,0,0,0,0,0,0.219512,0,0,0,ham
0,1,0,0,0,0,0,0,0.1875,0,0,62,ham
1,1,0,0,0,0,0,0,0.171429,0,0,59,ham
0,0,0,0,0,0,0,0,0.128205,0,0,0,ham
0,0,0,0,0,0,3,0,0.156863,0,0,0,ham
0,0,0,0,0,0,0,0,0.159091,0,0,0,ham
0,0,0,0,0,0,3,0,0.166667,0,0,0,ham
0,1,0,0,0,0,0,0,0.166667,0,0,59,ham
0,1,0,0,0,0,0,0,0.196429,0,0,61,ham
0,0,0,0,0,0,0,0,0.148148,0,0,0,ham
0,0,0,0,0,0,3,0,0.181818,0,0,0,ham
0,0,0,0,0,0,0,0,0.178571,0,0,0,ham
0,0,0,0,0,0,3,0,0.2,0,0,0,ham
1,1,0,0,0,0,0,0,0.2,0,0,48,ham
0,0,0,0,0,0,3,0,0.16,0,0,0,ham
0,0,0,0,0,0,0,0,0.181818,0,0,0,ham
0,1,0,0,0,0,0,0,0.207547,0,0,25,ham
0,0,0,0,0,0,3,0,0.181818,0,0,0,ham
0,0,0,0,0,0,0,0,0.181818,0,0,0,ham
1,1,0,0,0,0,0,0,0.171429,0,0,64,ham
0,0,0,0,0,0,3,0,0.166667,0,0,0,ham
0,1,0,0,0,0,0,0,0.157895,0,0,46,ham
0,0,0,0,0,0,0,0,0.151515,0,0,0,ham
0,0,0,0,0,0,4,0,0.205128,0,0,0,ham
0,0,0,0,0,0,0,0,0.208333,0,0,0,ham
0,0,0,0,0,0,3,0,0.178571,0,0,0,ham
0,0,0,0,0,0,3,0,0.156863,0,0,0,ham
0,1,0,1,0,0,0,0,0.186047,0,0,20,ham
0,0,0,0,0,0,0,0,0.166667,0,0,0,ham
0,0,0,0,0,0,3,0,0.2,0,0,0,ham
0,1,0,0,0,0,0,0,0.177778,0,0,54,ham
0,0,0,0,0,0,0,0,0.181818,0,0,0,ham
0,0,0,0,0,0,3,0,0.208333,0,0,0,ham
0,0,0,0,0,0,3,0,0.2,0,0,0,ham
0,1,0,0,0,0,0,0,0.203704,0,0,46,ham
1,1,0,0,0,0,0,0,0.234043,0,0,57,ham
0,0,0,0,0,0,3,0,0.230769,0,0,0,ham
0,0,0,0,0,0,0,0,0.225806,0,0,0,ham
0,0,0,0,0,0,0,0,0.241379,0,0,0,ham
0,0,0,0,0,0,3,0,0.181818,0,0,0,ham
0,1,0,0,0,0,0,0,0.2,0,0,55,ham
0,0,0,0,0,0,0,0,0.204082,0,0,0,ham
0,0,0,0,0,0,3,0,0.25,0,0,0,ham
0,1,0,1,0,0,0,0,0.230769,0,0,29,ham
0,0,0,0,0,0,0,0,0.15625,0,0,0,ham
0,0,0,0,0,0,3,0,0.125,0,0,0,ham
0,0,0,0,0,0,0,0,0.230769,0,0,0,ham
0,0,0,0,0,0,3,0,0.148148,0,0,0,ham
0,1,0,1,0,0,4,0,0.128205,0,0,88,ham
0,0,0,0,0,0,0,0,0.214286,0,0,0,ham
0,1,0,0,0,0,0,0,0.212121,0,0,32,ham
0,0,0,0,0,0,0,0,0.181818,0,0,0,ham
0,0,0,0,0,0,3,0,0.181818,0,0,0,ham
0,0,0,0,0,0,3,0,0.136364,0,0,0,ham
0,0,0,0,0,0,0,0,0.181818,0,0,0,ham
0,1,0,1,0,0,0,0,0.230769,0,0,29,ham
0,0,0,0,0,0,0,0,0.208333,0,0,0,ham
0,0,0,0,0,0,3,0,0.2,0,0,0,ham
0,0,0,0,0,0,4,0,0.206897,0,0,0,ham
0,0,0,0,0,0,0,0,0.333333,0,0,0,ham
0,1,0,0,0,0,4,0,0.098039,0,0,84,ham
0,0,0,0,0,0,3,0,0.181818,0,0,0,ham
0,0,0,0,0,0,3,0,0.16,0,0,0,ham
0,1,0,0,0,0,0,0,0.188679,0,0,45,ham
0,0,0,0,0,0,0,0,0.181818,0,0,0,ham
0,1,0,1,0,0,0,0,0.230769,0,0,29,ham
0,0,0,0,0,0,3,0,0.148148,0,0,0,ham
0,0,0,0,0,0,0,0,0.225806,0,0,0,ham
0,1,0,0,0,0,0,0,0.243243,0,0,54,ham
0,0,0,0,0,0,0,0,0.142857,0,0,0,ham
0,0,0,0,0,0,3,0,0.181818,0,0,0,ham
0,0,0,0,0,0,0,0,0.25,0,0,0,ham
0,0,0,0,0,0,3,0,0.16,0,0,0,ham
0,1,0,1,0,0,4,0,0.138889,0,0,89,ham
0,0,0,0,0,0,0,0,0.25,0,0,0,ham
0,1,0,1,0,0,4,0,0.113636,0,0,87,ham
0,0,0,0,0,0,3,0,0.166667,0,0,0,ham
0,0,0,0,0,0,0,0,0.178571,0,0,0,ham
0,0,0,0,0,0,4,0,0.2,0,0,0,ham
0,0,0,0,0,0,3,0,0.209302,0,0,0,ham
0,1,0,1,0,0,4,0,0.135135,0,0,94,ham
0,0,0,0,0,0,0,0,0.191489,0,0,0,ham
0,0,0,0,0,0,3,0,0.212121,0,0,0,ham
0,0,0,0,0,0,0,0,0.193548,0,0,0,ham
0,0,0,0,0,0,3,0,0.212121,0,0,0,ham
0,0,0,0,0,0,0,0,0.2,0,0,0,ham
0,0,0,0,0,0,0,0,0.192308,0,0,0,ham
0,1,0,0,0,0,0,0,0.186441,0,0,49,ham
0,0,0,0,0,0,3,0,0.230769,0,0,0,ham
0,1,0,0,0,0,0,1,0.170732,0,0,62,ham
0,0,0,0,0,0,3,0,0.212121,0,0,0,ham
0,0,0,0,0,0,0,0,0.230769,0,0,0,ham
0,0,0,0,0,0,0,0,0.225806,0,0,0,ham
0,0,0,0,0,0,0,0,0.172414,0,0,0,ham
0,0,0,0,0,0,3,0,0.212121,0,0,0,ham
0,0,0,0,0,0,3,0,0.181818,0,0,0,ham
0,0,0,0,0,0,0,0,0.222222,0,0,0,ham
0,1,0,0,0,0,4,0,0.183673,0,0,16,ham
0,1,0,0,0,0,0,0,0.135593,0,0,9,ham
0,0,0,0,0,0,3,0,0.217391,0,0,0,ham
